id,title,tag
1930,The Amazing Spider-Man,"Action Adventure Fantasy loss of father vigilante serum marvel comic scientific experiment spider bite masked vigilante reboot super powers genetic engineering social outcast duringcreditsstinger Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero. Columbia Pictures Laura Ziskin Productions Marvel Entertainment United States of America English 2012.0 6.0 27.0 Peter Parker / Spider-Man Andrew Garfield Gwen Stacy Emma Stone Dr. Curt Connors / The Lizard Rhys Ifans Captain Stacy Denis Leary Richard Parker Campbell Scott Marc Webb"
20662,Robin Hood,"Action Adventure robin hood archer knight sherwood forest bow and arrow middle ages medieval king of england When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey. Imagine Entertainment Universal Pictures Scott Free Productions Relativity Media United Kingdom United States of America English 2010.0 5.0 12.0 Robin Longstride Russell Crowe Marion Loxley Cate Blanchett Sir Walter Loxley Max von Sydow William Marshal William Hurt Godfrey Mark Strong Ridley Scott"
57158,The Hobbit: The Desolation of Smaug,"Adventure Fantasy elves dwarves orcs hobbit dragon wizard sword and sorcery The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug. WingNut Films New Line Cinema Warner Bros. Pictures Metro-Goldwyn-Mayer (MGM) New Zealand United States of America English 2013.0 12.0 11.0 Bilbo Baggins Martin Freeman Gandalf Ian McKellen Thorin Oakenshield Richard Armitage Balin Ken Stott Dwalin Graham McTavish Peter Jackson"
2268,The Golden Compass,"Adventure Fantasy england compass experiment lordship uncle polar bear orphan animal based on young adult novel After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny. New Line Cinema Ingenious Film Partners Depth of Field Scholastic Productions United Kingdom United States of America Íslenska 2007.0 12.0 4.0 Lyra Belacqua Dakota Blue Richards Marisa Coulter Nicole Kidman Lord Asriel Daniel Craig Lee Scoresby Sam Elliott Serafina Pekkala Eva Green Chris Weitz"
254,King Kong,"Adventure Drama Action film business screenplay show business film making film producer exotic island monster indigenous ship dinosaur In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady. WingNut Films Universal Pictures Big Primate Pictures MFPV Film New Zealand United States of America Germany English 2005.0 12.0 14.0 Ann Darrow Naomi Watts Carl Denham Jack Black Jack Driscoll Adrien Brody Captain Englehorn Thomas Kretschmann Preston Colin Hanks Peter Jackson"
597,Titanic,"Drama Romance Thriller shipwreck iceberg ship panic titanic ocean liner epic rich woman - poor man love disaster tragic love class differences imax star crossed lovers steerage salvage rich snob 3d 1910s 84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning. Paramount Pictures Twentieth Century Fox Film Corporation Lightstorm Entertainment United States of America English 1997.0 11.0 18.0 Rose DeWitt Bukater Kate Winslet Jack Dawson Leonardo DiCaprio Ruth Dewitt Bukater Frances Fisher Caledon 'Cal' Hockley Billy Zane Molly Brown Kathy Bates James Cameron"
271110,Captain America: Civil War,"Adventure Action Science Fiction civil war war marvel comic sequel superhero based on comic book imax aftercreditsstinger duringcreditsstinger marvel cinematic universe 3d Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies. Studio Babelsberg Marvel Studios Walt Disney Studios Motion Pictures Vita-Ray Dutch Productions (III) Deluxe Digital Studios United States of America Română 2016.0 4.0 27.0 Steve Rogers / Captain America Chris Evans Tony Stark / Iron Man Robert Downey Jr. Natasha Romanoff / Black Widow Scarlett Johansson Bucky Barnes / Winter Soldier Sebastian Stan Sam Wilson / Falcon Anthony Mackie Anthony Russo Joe Russo"
44833,Battleship,"Thriller Action Adventure Science Fiction fight u.s. navy mind reading hong kong soccer scientist fictional war naval armada battleship naval combat jds myoko lost communication taser buoy communications expert joint chiefs of staff crash landing jet fighter pilot navy lieutenant permission to marry uss john paul jones based on board game aftercreditsstinger mighty mo uss missouri When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him. Universal Pictures Hasbro Bluegrass Films Film 44 United States of America English 2012.0 4.0 11.0 Lieutenant Alex Hopper Taylor Kitsch Commander Stone Hopper Alexander Skarsgård Petty Officer Cora 'Weps' Raikes Rihanna Sam Brooklyn Decker Captain Yugi Nagata Tadanobu Asano Peter Berg"
135397,Jurassic World,"Action Adventure Science Fiction Thriller monster dna tyrannosaurus rex velociraptor island sequel suspense disaster escape dinosaur amusement park animal attack theme park jurassic park 3d animal horror Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond. Universal Studios Amblin Entertainment Legendary Pictures Fuji Television Network Dentsu United States of America English 2015.0 6.0 9.0 Owen Grady Chris Pratt Claire Dearing Bryce Dallas Howard Simon Masrani Irrfan Khan Vic Hoskins Vincent D'Onofrio Zach Mitchell Nick Robinson Colin Trevorrow"
37724,Skyfall,"Action Adventure Thriller spy secret agent sociopath killer art gallery british secret service istanbul turkey imax uzi booby trap impersonating a police officer macao When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves. Columbia Pictures United Kingdom United States of America English 2012.0 10.0 25.0 James Bond Daniel Craig M Judi Dench Silva Javier Bardem Gareth Mallory / M Ralph Fiennes Eve Naomie Harris Sam Mendes"
558,Spider-Man 2,"Action Adventure Fantasy dual identity love of one's life pizza boy marvel comic sequel superhero doctor scientist tentacle death super villain Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. Columbia Pictures Laura Ziskin Productions Marvel Enterprises United States of America English 2004.0 6.0 25.0 Peter Parker / Spider-Man Tobey Maguire Mary Jane Watson Kirsten Dunst Harry Osborn James Franco Dr. Otto Octavius / Doctor Octopus Alfred Molina May Parker Rosemary Harris Sam Raimi"
68721,Iron Man 3,"Action Adventure Science Fiction terrorist war on terror tennessee malibu marvel comic superhero based on comic book tony stark iron man aftercreditsstinger marvel cinematic universe mandarin 3d war machine iron patriot extremis When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution. Marvel Studios China United States of America English 2013.0 4.0 18.0 Tony Stark / Iron Man Robert Downey Jr. Virginia ""Pepper"" Potts Gwyneth Paltrow Colonel James "" Rhodey"" Rhodes Don Cheadle Aldrich Killian / The Mandarin Guy Pearce Maya Hansen Rebecca Hall Shane Black"
12155,Alice in Wonderland,"Family Fantasy Adventure based on novel fictional place queen fantasy alice in wonderland fantasy world 3d Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne. Walt Disney Pictures Team Todd Tim Burton Productions Roth Films Zanuck Company, The United States of America English 2010.0 3.0 3.0 Alice Kingsleigh Mia Wasikowska The Mad Hatter Johnny Depp The White Queen Anne Hathaway The Red Queen Helena Bonham Carter The Knave of Hearts Crispin Glover Tim Burton"
36668,X-Men: The Last Stand,"Adventure Action Science Fiction Thriller mutant marvel comic based on comic book superhuman beast cyclops aftercreditsstinger When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto. Ingenious Film Partners Twentieth Century Fox Film Corporation Donners' Company Dune Entertainment Major Studio Partners Bad Hat Harry Productions thinkfilm Marvel Enterprises X3 Canada Productions X3US Productions XM3 Service Canada United Kingdom United States of America English 2006.0 5.0 24.0 Logan / Wolverine Hugh Jackman Ororo Munroe / Storm Halle Berry Eric Lehnsherr / Magneto Ian McKellen Charles Xavier / Professor X Patrick Stewart Jean Grey / Phoenix Famke Janssen Brett Ratner"
62211,Monsters University,"Animation Family monster dormitory games animation best friend university scary aftercreditsstinger A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends. Walt Disney Pictures Pixar Animation Studios United States of America English 2013.0 6.0 20.0 Michael ""Mike"" Wazowski (voice) Billy Crystal James P. ""Sulley"" Sullivan (voice) John Goodman Randall Boggs (voice) Steve Buscemi Dean Hardscrabble (voice) Helen Mirren Young Mike (voice) Noah Johnston Dan Scanlon"
8373,Transformers: Revenge of the Fallen,"Science Fiction Action Adventure egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war. Paramount Pictures DreamWorks SKG Amblin Entertainment Di Bonaventura Pictures Platinum Dunes Hasbro Studios Revolution Sun Studios United States of America English 2009.0 6.0 19.0 Sam Witwicky Shia LaBeouf Mikaela Banes Megan Fox Captain Lennox Josh Duhamel College Professor Rainn Wilson USAF Tech Sergeant Epps Tyrese Gibson Michael Bay"
91314,Transformers: Age of Extinction,"Science Fiction Action Adventure sequel alien transformers giant robot robot imax transforming robot As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs. Paramount Pictures Amblin Entertainment Di Bonaventura Pictures Platinum Dunes China Movie Channel Hasbro Studios Ian Bryce Productions Revolution Sun Studios United States of America English 2014.0 6.0 25.0 Cade Yeager Mark Wahlberg Joshua Stanley Tucci Harold Attinger Kelsey Grammer Tessa Yeager Nicola Peltz Shane Jack Reynor Michael Bay"
68728,Oz: The Great and Powerful,"Fantasy Adventure Family circus witch magic hope illusion lost magic trick wizard 3d Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil. Walt Disney Pictures Roth Films United States of America English 2013.0 3.0 7.0 Oz James Franco Theodora Mila Kunis Evanora Rachel Weisz Annie / Glinda Michelle Williams Frank / Finley Zach Braff Sam Raimi"
102382,The Amazing Spider-Man 2,"Action Adventure Fantasy obsession marvel comic sequel based on comic book electrocution medical experiment electricity super powers For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past. Columbia Pictures Marvel Enterprises Avi Arad Productions Matt Tolmach Productions United States of America English 2014.0 4.0 16.0 Peter Parker / Spider-Man Andrew Garfield Gwen Stacy Emma Stone Max Dillon / Electro Jamie Foxx Harry Osborn / Green Goblin Dane DeHaan Richard Parker Campbell Scott Marc Webb"
20526,TRON: Legacy,"Adventure Action Science Fiction artificial intelligence secret identity computer program dystopia computer deception duel motorcycle neon light autocracy Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world. Walt Disney Pictures LivePlanet Prana Studios Sean Bailey Productions Revolution Sun Studios Kontsept Film Company United States of America English 2010.0 12.0 10.0 Sam Flynn Garrett Hedlund Kevin Flynn / Clu Jeff Bridges Quorra Olivia Wilde Alan Bradley / Tron Bruce Boxleitner Siren Yaya DaCosta Joseph Kosinski"
49013,Cars 2,Animation Family Adventure Comedy car race sequel comedy anthropomorphism best friend duringcreditsstinger Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage. Walt Disney Pictures Pixar Animation Studios United States of America English 2011.0 6.0 11.0 Lightning McQueen (voice) Owen Wilson Mater (voice) Larry the Cable Guy Finn McMissile (voice) Michael Caine Holley Shiftwell (voice) Emily Mortimer Francesco Bernoulli (voice) John Turturro John Lasseter Brad Lewis
44912,Green Lantern,"Adventure Action Thriller Science Fiction dc comics transformation superhero alien alien infection magical object protector super powers origin 3d For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited. De Line Pictures Warner Bros. DC Entertainment United States of America English 2011.0 6.0 16.0 Hal Jordan / Green Lantern Ryan Reynolds Carol Ferris Blake Lively Hector Hammond Peter Sarsgaard Senator Hammond Tim Robbins Sinestro Mark Strong Martin Campbell"
